Treated,Synthetic,Sample Mean
k98,8.215,8.741,8.209
k_p98,-4.902,-4.607,-4.706
GVA_Agr,0.021,0.05,0.124
GVA_Ind,0.309,0.223,0.267
GVA_Trade,0.288,0.287,0.22
GVA_Constr,0.073,0.075,0.068
GVA_FBS,0.155,0.19,0.154
h98_Trade,1.509,1.416,1.042
dwellings2000,11.88,12.262,11.827
urban,0.722,0.708,0.429
modern,0.033,0.06,0.088
av_age_ln,3.753,3.756,3.567
special.lnGDPpc_change.1998,0.031,0.031,0.022
special.lnGDPpc_change.2003,0.01,0.011,0.058
special.lnGDPpc_change.2006,0.046,0.047,0.064
