Treated,Synthetic,Sample Mean
k98,7.637,7.829,8.212
k_p98,-5.12,-4.886,-4.705
GVA_Agr,0.205,0.204,0.124
GVA_Ind,0.335,0.32,0.267
GVA_Trade,0.223,0.181,0.22
GVA_Constr,0.031,0.05,0.068
GVA_FBS,0.106,0.126,0.154
h98_Trade,0.595,0.946,1.046
dwellings2000,11.732,11.605,11.827
urban,0.311,0.334,0.431
modern,0.055,0.071,0.088
av_age_ln,3.634,3.584,3.568
special.lnGDPpc_change.1998,-0.103,-0.057,0.023
special.lnGDPpc_change.2003,0.048,0.052,0.058
special.lnGDPpc_change.2006,0.214,0.181,0.063
