127
1997 -0,0146914857887018
1998 0,0239574437731447
1999 0,00110207301013895
2000 0,0394488896032293
2001 -0,031048228490482
2002 0,0414195548039315
2003 -0,0397289595728688
2004 -0,0140659132189565
2005 -0,0120532001353581
2006 -0,000824281737931611
2007 -0,0489934836241328
2008 -0,00688188474551641
2009 0,0430301352281958
2010 0,0566375906321499
2011 -0,0342815965012649
2012 0,00777879119129066
2013 0,0137890578957831
2014 -0,016207549277311
2015 -0,0120031105304628
2016 -0,0343796344736581
2017 -0,00957444691638903
2018 0,0382675107138054
