Treated,Synthetic,Sample Mean
k98,7.032,7.149,8.215
k_p98,-5.977,-5.632,-4.701
GVA_Agr,0.239,0.283,0.123
GVA_Ind,0.264,0.253,0.268
GVA_Trade,0.19,0.149,0.22
GVA_Constr,0.04,0.073,0.068
GVA_FBS,0.11,0.106,0.154
h98_Trade,0.318,0.413,1.048
dwellings2000,11.95,11.79,11.826
urban,0.279,0.299,0.432
modern,0.095,0.057,0.088
av_age_ln,3.58,3.604,3.568
special.lnGDPpc_change.1998,-0.127,-0.1,0.023
special.lnGDPpc_change.2003,0.19,0.19,0.057
special.lnGDPpc_change.2006,0.186,0.16,0.064
