Treated,Synthetic,Sample Mean
k98,8.697,8.641,8.207
k_p98,-4.616,-4.574,-4.707
GVA_Agr,0.066,0.067,0.124
GVA_Ind,0.346,0.309,0.267
GVA_Trade,0.21,0.211,0.22
GVA_Constr,0.09,0.09,0.067
GVA_FBS,0.123,0.152,0.154
h98_Trade,1.109,1.109,1.044
dwellings2000,12.049,12.053,11.826
urban,0.436,0.437,0.431
modern,0.118,0.118,0.088
av_age_ln,3.45,3.45,3.568
special.lnGDPpc_change.1998,0.059,0.059,0.022
special.lnGDPpc_change.2003,0.061,0.061,0.057
special.lnGDPpc_change.2006,0.04,0.04,0.064
