Treated,Synthetic,Sample Mean
k98,9.12,9.023,8.205
k_p98,-4.244,-4.22,-4.709
GVA_Agr,0.002,0.015,0.125
GVA_Ind,0.185,0.214,0.268
GVA_Trade,0.271,0.283,0.22
GVA_Constr,0.15,0.143,0.067
GVA_FBS,0.207,0.184,0.153
h98_Trade,1.489,1.492,1.042
dwellings2000,12.277,12.191,11.825
urban,0.885,0.781,0.429
modern,0.12,0.098,0.088
av_age_ln,3.724,3.59,3.567
special.lnGDPpc_change.1998,0.028,0.034,0.022
special.lnGDPpc_change.2003,0.011,0.028,0.058
special.lnGDPpc_change.2006,0.095,0.089,0.064
