135
1997 -0,0149005609703591
1998 0,00446991510874947
1999 0,020524568296925
2000 -0,0323325330789398
2001 -0,0141340937880034
2002 -0,00074213946162302
2003 -0,0380316090575403
2004 -0,00916910986138041
2005 0,0279214248716786
2006 0,00656100403015371
2007 -0,00540685989803011
2008 -0,0200132909514178
2009 -0,033311280168969
2010 0,0107051339626399
2011 0,042052239168364
2012 1,30985182416055e-05
2013 0,0488644553164884
2014 -0,069025473595924
2015 0,00589071005244891
2016 0,0902475106827191
2017 -0,0573702736535978
2018 0,00930616284711523
