297
1997 -0,0242707393296633
1998 -0,0423344022133152
1999 0,0132187259149639
2000 0,00835613654357065
2001 -0,00997371525019519
2002 -0,00672946650672358
2003 0,0107072467232283
2004 0,0023014345812068
2005 -0,04261686505882
2006 -0,00130310076043563
2007 0,014370531101418
2008 -0,00878958144364309
2009 -0,00382515411923401
2010 -0,0125437129638393
2011 -0,0118873226407362
2012 0,0284658239297743
2013 0,0504478174200068
2014 -0,0381913988776574
2015 0,0384378142734199
2016 -0,0376657925186363
2017 -0,00342729832649252
2018 0,0128135889792521
