216
1997 0,0154944567951314
1998 0,00347181722269195
1999 -0,00990201632430142
2000 0,00552740578886593
2001 -0,0250114941596856
2002 0,0582262240588336
2003 -0,0109843877795069
2004 -0,00269694542573624
2005 -0,00824688277807318
2006 -0,0147712877203154
2007 0,037013599724533
2008 0,0130135073173141
2009 0,0123781305382929
2010 -0,0368459483636444
2011 0,0213286821281371
2012 -0,0208633959472756
2013 0,0131991027193616
2014 -0,0118765178312561
2015 -0,0133891733760391
2016 -0,0221248345871263
2017 0,0116673233778778
2018 -0,0160021683127618
