195
1997 -0,0103353292632773
1998 0,0115206203712326
1999 0,0403125130407359
2000 -0,00260747558902422
2001 -0,0082513096010759
2002 0,0176664552343024
2003 -0,0693518980249268
2004 -0,0437151879561873
2005 -0,0173396213304235
2006 -0,0132398747791117
2007 -0,00912037134347485
2008 0,00868647906353544
2009 0,0194316605462027
2010 -0,0294950543486316
2011 -0,0152213582579567
2012 0,000620715722959662
2013 0,0321347498410682
2014 -0,0372695681022869
2015 -0,00925804652854081
2016 0,00206862974189516
2017 -0,0305670125356674
2018 0,0244217660516885
