292
1997 -0,0295483504029773
1998 1,7371439325474e-05
1999 0,00403513506614901
2000 -0,0153964187163995
2001 0,052308752588264
2002 0,00143899554427845
2003 -0,00588608447156334
2004 0,00453777744863638
2005 0,00238424431644513
2006 -0,0185335565038371
2007 0,0318544524373829
2008 0,064688673159381
2009 -0,0561412653109485
2010 0,0996381257505742
2011 -0,208898546353351
2012 0,140794717936501
2013 0,00651821175945522
2014 -0,0998225188584113
2015 0,0655328312257823
2016 -0,0173133124324735
2017 0,134573523842404
2018 -0,0137597908111284
