Treated,Synthetic,Sample Mean
k98,9.28,8.505,8.204
k_p98,-4.37,-4.576,-4.709
GVA_Agr,0.001,0.038,0.125
GVA_Ind,0.25,0.317,0.268
GVA_Trade,0.313,0.259,0.22
GVA_Constr,0.138,0.086,0.067
GVA_FBS,0.17,0.148,0.154
h98_Trade,1.509,1.494,1.042
dwellings2000,12.593,11.938,11.823
urban,0.922,0.677,0.428
modern,0.03,0.045,0.088
av_age_ln,3.752,3.74,3.567
special.lnGDPpc_change.1998,0.043,0.039,0.022
special.lnGDPpc_change.2003,-0.009,0.002,0.058
special.lnGDPpc_change.2006,0.042,0.057,0.064
