Treated,Synthetic,Sample Mean
k98,8.075,7.975,8.21
k_p98,-5.474,-5.288,-4.703
GVA_Agr,0.193,0.196,0.124
GVA_Ind,0.336,0.314,0.267
GVA_Trade,0.188,0.181,0.22
GVA_Constr,0.056,0.055,0.068
GVA_FBS,0.111,0.123,0.154
h98_Trade,0.454,0.527,1.047
dwellings2000,12.468,12.204,11.824
urban,0.337,0.297,0.431
modern,0.046,0.061,0.088
av_age_ln,3.587,3.583,3.568
special.lnGDPpc_change.1998,-0.119,-0.144,0.023
special.lnGDPpc_change.2003,0.18,0.166,0.057
special.lnGDPpc_change.2006,0.128,0.138,0.064
