Treated,Synthetic,Sample Mean
k98,8.187,8.197,8.21
k_p98,-4.55,-4.426,-4.708
GVA_Agr,0.134,0.133,0.124
GVA_Ind,0.179,0.193,0.268
GVA_Trade,0.204,0.225,0.22
GVA_Constr,0.061,0.065,0.068
GVA_FBS,0.21,0.21,0.153
h98_Trade,1.975,1.944,1.039
dwellings2000,11.645,11.615,11.828
urban,0.257,0.314,0.432
modern,0.088,0.089,0.088
av_age_ln,3.532,3.533,3.568
special.lnGDPpc_change.1998,0.026,0.029,0.022
special.lnGDPpc_change.2003,0.025,0.027,0.058
special.lnGDPpc_change.2006,0.06,0.061,0.064
