Treated,Synthetic,Sample Mean
k98,8.234,9.129,8.209
k_p98,-4.556,-4.605,-4.708
GVA_Agr,0.107,0.112,0.124
GVA_Ind,0.374,0.278,0.267
GVA_Trade,0.325,0.257,0.22
GVA_Constr,0.016,0.051,0.068
GVA_FBS,0.096,0.161,0.154
h98_Trade,1.07,0.756,1.044
dwellings2000,11.384,12.709,11.829
urban,0.21,0.589,0.432
modern,0.121,0.052,0.088
av_age_ln,3.437,3.509,3.569
special.lnGDPpc_change.1998,-0.152,-0.076,0.023
special.lnGDPpc_change.2003,0.184,0.124,0.057
special.lnGDPpc_change.2006,0.187,0.139,0.064
