207
1997 0,00602139715971411
1998 -0,00454775833056779
1999 -0,00651020764602281
2000 0,00542160820910322
2001 -0,0228691678521608
2002 -8,43819758388001e-05
2003 -0,00543556483566539
2004 0,018157044386696
2005 -0,0120089586432155
2006 0,00452802497212539
2007 -0,0268941622960163
2008 -0,0160632397556989
2009 -0,00980264565293306
2010 0,0511231697224444
2011 0,0482592862823902
2012 -0,00255988284030569
2013 -0,0382009435113618
2014 -0,0371254858892584
2015 0,00514193548286068
2016 -0,0104753495436413
2017 -0,00212605549866896
2018 -0,02283026794289
