302
1997 0,021160897265292
1998 0,00663554155952181
1999 0,00939994923086866
2000 0,00387306952107812
2001 0,0259587621839768
2002 0,0328221996104584
2003 0,00658601125612727
2004 0,0467804681586887
2005 0,0168288591114396
2006 0,00306047628173081
2007 -0,0158348714685086
2008 -0,0196654771869836
2009 0,0823195317006024
2010 -0,0776399531603803
2011 -0,215679405265899
2012 0,0147372697171594
2013 0,0085513044954145
2014 -0,12071215303537
2015 0,0947429987839995
2016 -0,00435725606906567
2017 0,116711030289855
2018 0,00232735291378033
