122
1997 0,0241885054809972
1998 0,00744874963071598
1999 -0,0685906967190407
2000 0,0102438300871652
2001 0,0235428615264303
2002 -0,0149814343120852
2003 -0,00198858186097174
2004 -0,0206048070079644
2005 -0,0203376356916981
2006 -0,0273955843568612
2007 0,0299748988870953
2008 -0,0194391379503072
2009 0,026328714719964
2010 -0,0543029499012093
2011 -0,0282563574796302
2012 -0,0196315232366549
2013 0,0134631832746236
2014 0,0235800725025202
2015 -0,0361257483105949
2016 -0,0415484552810389
2017 0,0317973119607542
2018 0,0212758394917319
