144
1997 -0,145775575532854
1998 -0,0030083614659086
1999 0,046117616206914
2000 -0,0524566487143194
2001 -0,0194192852905075
2002 -0,0586435025390271
2003 0,0740739586166504
2004 -0,0869515160004655
2005 -0,0716465131268673
2006 -0,025220471945144
2007 0,0288177055116628
2008 -0,0690127812752979
2009 -0,0350901088236977
2010 0,100499685988685
2011 -0,0457289897219818
2012 0,00412803963813864
2013 0,0122081862539552
2014 0,0198131385890723
2015 0,0348091269634259
2016 -0,0221373111357706
2017 -0,0269745572378907
2018 0,0149187917871147
