Treated,Synthetic,Sample Mean
k98,9.514,9.52,8.203
k_p98,-3.635,-3.676,-4.712
GVA_Agr,0.104,0.077,0.124
GVA_Ind,0.382,0.345,0.267
GVA_Trade,0.174,0.215,0.22
GVA_Constr,0.068,0.075,0.068
GVA_FBS,0.117,0.12,0.154
h98_Trade,1.376,1.274,1.042
dwellings2000,12.022,12.132,11.826
urban,0.409,0.437,0.431
modern,0.119,0.109,0.088
av_age_ln,3.522,3.55,3.568
special.lnGDPpc_change.1998,-0.032,-0.032,0.022
special.lnGDPpc_change.2003,0.036,0.044,0.058
special.lnGDPpc_change.2006,0.045,0.046,0.064
