196
1997 0,00662730520164927
1998 -0,0125768111489921
1999 -0,0159273036414463
2000 -0,0168834087036304
2001 -0,00860444002482
2002 0,0184640678356602
2003 -0,0163786619658477
2004 0,0122384120109645
2005 0,0339028383760883
2006 -0,0107991937085987
2007 -0,027905054720966
2008 -0,0348823091385613
2009 -0,0115856160407804
2010 -0,00244986447374139
2011 -0,0149023624127451
2012 0,0146153883149367
2013 0,0361669501614329
2014 0,0485949286551499
2015 0,0772222282420105
2016 -0,0141101671573971
2017 0,0751593926661937
2018 0,00355315820636346
