Treated,Synthetic,Sample Mean
k98,7.16,7.169,8.215
k_p98,-5.128,-5.18,-4.705
GVA_Agr,0.232,0.231,0.123
GVA_Ind,0.166,0.17,0.268
GVA_Trade,0.195,0.185,0.22
GVA_Constr,0.067,0.043,0.068
GVA_FBS,0.174,0.18,0.154
h98_Trade,0.007,0.159,1.049
dwellings2000,11.357,11.383,11.829
urban,0.385,0.413,0.431
modern,0.045,0.049,0.088
av_age_ln,3.574,3.577,3.568
special.lnGDPpc_change.1998,0.087,0.088,0.022
special.lnGDPpc_change.2003,0.069,0.068,0.057
special.lnGDPpc_change.2006,0.014,0.017,0.065
