162
1997 0,0246483903662927
1998 -0,0199969615842064
1999 -0,0213273507757851
2000 0,00398979600278733
2001 -0,0100285645168607
2002 -0,0178721978540485
2003 -0,000205847734111468
2004 -0,0304627710397603
2005 -0,0127217524972041
2006 0,0135629645917084
2007 -0,0104876712639993
2008 0,009197207190074
2009 0,0102540316118183
2010 -0,0146849619471179
2011 -0,00301613759786922
2012 -0,0106462119561181
2013 0,00228078731154084
2014 0,0390020759077291
2015 -0,0154415060544634
2016 -0,00400815423060378
2017 -0,0101457726552222
2018 -0,0232050623548675
