Treated,Synthetic,Sample Mean
k98,8.609,8.937,8.207
k_p98,-4.332,-4.467,-4.709
GVA_Agr,0,0.021,0.125
GVA_Ind,0.196,0.24,0.268
GVA_Trade,0.359,0.313,0.219
GVA_Constr,0.104,0.106,0.067
GVA_FBS,0.153,0.152,0.154
h98_Trade,1.237,1.257,1.043
dwellings2000,11.791,12.248,11.827
urban,0.884,0.791,0.429
modern,0.131,0.127,0.088
av_age_ln,3.711,3.603,3.567
special.lnGDPpc_change.1998,0.027,0.024,0.022
special.lnGDPpc_change.2003,-0.014,0.019,0.058
special.lnGDPpc_change.2006,0.062,0.069,0.064
