264
1997 0,00225578018458364
1998 -0,00587438997720163
1999 0,0116433965104528
2000 -0,00391166704951078
2001 0,0134591584173849
2002 -0,000976945120560162
2003 -0,0012380568040038
2004 -0,0193764765857983
2005 0,0262697431169438
2006 -0,012616272361922
2007 -0,0138583190554835
2008 0,0245825096760133
2009 0,022513473809917
2010 0,00439879590949947
2011 0,0151055972278847
2012 0,00658769359058066
2013 0,0065721242725147
2014 -0,0130405217105941
2015 0,0436413048684326
2016 -0,0114663834105589
2017 -0,0145550471805958
2018 0,0252594430147649
