288
1997 -0,0474115586115808
1998 9,35298365851434e-05
1999 -0,0516792911530272
2000 0,0507339332572008
2001 0,0254050488294421
2002 0,00784313079627035
2003 0,00971428060204016
2004 -0,0852306316426142
2005 -0,0312154860310668
2006 -0,000329426049371723
2007 0,0654597939565123
2008 -0,0505276074967261
2009 -0,0718938563108171
2010 -0,0320715269850281
2011 0,0180862317826982
2012 0,0513584402621041
2013 5,31275793905759e-05
2014 0,0443541330504655
2015 -0,00113175627437609
2016 -0,0154479362811055
2017 -0,00696935078544464
2018 0,0239162124714593
