282
1997 -0,0592793933153943
1998 2,21552406443094e-05
1999 -0,0122986510683341
2000 -0,00331635209660603
2001 0,103914830938452
2002 0,0124766354992631
2003 1,85948051849572e-05
2004 0,00519143867833996
2005 0,028999990972999
2006 -7,38249114681372e-05
2007 0,0458614837982344
2008 -0,00791253805088352
2009 -0,00455319903649085
2010 -0,0311211861248984
2011 -0,0473958454368717
2012 0,062928756494077
2013 -0,00970015559549145
2014 0,00711349410435151
2015 0,035417549171277
2016 0,00944283875596194
2017 0,0714342118201925
2018 -0,0214340331415619
