223
1997 0,000748539033047689
1998 0,00300171274982258
1999 -0,0186409194838533
2000 0,00554834578700735
2001 -0,0237735249406228
2002 -0,00013292934237643
2003 0,0142920783826059
2004 -0,00381602971389083
2005 -0,00709735401476823
2006 0,000157173157965249
2007 0,0131975470643962
2008 -0,0167764699865397
2009 0,00862314121141285
2010 0,0078424421904428
2011 -0,00780131950271904
2012 0,00875585677915072
2013 0,010963918007583
2014 -0,00247872710243751
2015 -0,0219107083406295
2016 0,00639938207206863
2017 0,00287130203010259
2018 -0,000935387639094482
