195
1997 -0,0188109200338171
1998 0,0163409383167375
1999 0,0368258415277259
2000 -0,0443718638726641
2001 -0,0239672457477018
2002 0,00557894988551443
2003 -0,0818869380789327
2004 -0,0236613515793469
2005 -0,0168969917127288
2006 -0,0198643297067911
2007 -0,00750370796706526
2008 -0,00297757092367239
2009 0,0253783513859626
2010 -0,0188491354609916
2011 -0,0127281726487443
2012 0,015231034994387
2013 0,0170021123148561
2014 -0,0276533549401622
2015 -0,0269160716500591
2016 -0,00531830382407752
2017 -0,0330289097397827
2018 0,0385276071235857
