Treated,Synthetic,Sample Mean
k98,8.256,8.248,8.209
k_p98,-4.474,-4.47,-4.708
GVA_Agr,0.119,0.12,0.124
GVA_Ind,0.223,0.249,0.268
GVA_Trade,0.253,0.227,0.22
GVA_Constr,0.064,0.064,0.068
GVA_FBS,0.126,0.128,0.154
h98_Trade,1.333,1.351,1.043
dwellings2000,11.751,11.766,11.827
urban,0.225,0.307,0.432
modern,0.073,0.082,0.088
av_age_ln,3.605,3.577,3.568
special.lnGDPpc_change.1998,0.02,0.02,0.022
special.lnGDPpc_change.2003,0.071,0.069,0.057
special.lnGDPpc_change.2006,0.007,0.011,0.065
