133
1997 -0,0338181417979632
1998 -0,00586375696820271
1999 -0,00399435462110213
2000 0,0473397485003047
2001 -0,172400407827396
2002 -0,00124273474449193
2003 0,00389785018775612
2004 -0,0303490434387282
2005 0,0286655848402274
2006 -0,0145847934911367
2007 -0,0500285664749969
2008 0,0543739574513852
2009 -0,0438698509318224
2010 0,133280408402642
2011 -0,0431512884894031
2012 -0,00639372526155716
2013 0,0192484179347053
2014 -0,0139791220601107
2015 -0,0212596849559334
2016 0,0143203419392202
2017 -0,00380008822409714
2018 -0,0600325437140804
