196
1997 0,028341578127416
1998 -0,00713957009587402
1999 -0,0274027064787345
2000 -0,0113271918014992
2001 -0,0189389698615167
2002 0,0101344975774862
2003 -3,19182122485856e-05
2004 0,029081660147932
2005 0,0353381983477756
2006 -0,0128461872234789
2007 -0,0379853128928309
2008 -0,0370794275754338
2009 -0,0252920076620483
2010 -0,00383891973857622
2011 -0,00872111288238458
2012 0,0184185912640995
2013 0,0269323424266935
2014 0,0394889142609269
2015 0,0906418394038481
2016 -0,0209196937856802
2017 0,0752476839327423
2018 -0,00677870023929132
