Treated,Synthetic,Sample Mean
k98,6.932,6.933,8.216
k_p98,-5.534,-5.486,-4.703
GVA_Agr,0.15,0.194,0.124
GVA_Ind,0.417,0.288,0.267
GVA_Trade,0.098,0.125,0.221
GVA_Constr,0.025,0.041,0.068
GVA_FBS,0.17,0.177,0.154
h98_Trade,-0.273,-0.015,1.051
dwellings2000,11.593,11.56,11.828
urban,0.318,0.378,0.431
modern,0.038,0.053,0.088
av_age_ln,3.606,3.563,3.568
special.lnGDPpc_change.1998,0.066,0.077,0.022
special.lnGDPpc_change.2003,0.023,0.034,0.058
special.lnGDPpc_change.2006,-0.059,-0.013,0.065
