Treated,Synthetic,Sample Mean
k98,7.224,7.271,8.214
k_p98,-4.472,-4.586,-4.708
GVA_Agr,0.136,0.184,0.124
GVA_Ind,0.31,0.229,0.267
GVA_Trade,0.151,0.16,0.22
GVA_Constr,0.063,0.067,0.068
GVA_FBS,0.191,0.188,0.154
h98_Trade,1.975,1.975,1.039
dwellings2000,10.473,10.696,11.834
urban,0.093,0.117,0.433
modern,0.103,0.104,0.088
av_age_ln,3.414,3.44,3.569
special.lnGDPpc_change.1998,0.027,0.022,0.022
special.lnGDPpc_change.2003,0.018,0.053,0.058
special.lnGDPpc_change.2006,0.091,0.094,0.064
