248
1997 0,00173262868226791
1998 0,00224093997467611
1999 0,0121105664130026
2000 -0,0660291787132118
2001 0,0341482453716745
2002 -0,0213754504174123
2003 0,000144105040157397
2004 -0,0275414960261755
2005 0,0310507911415364
2006 0,000212281867619984
2007 -0,0133566827887671
2008 0,027733285905668
2009 0,015578724101454
2010 -0,0235143388421135
2011 -0,0124538305608936
2012 0,00979617225373416
2013 -0,00138747182180714
2014 -0,00122191802118451
2015 -0,0046518252963162
2016 -0,0420618977730063
2017 0,0404104384450478
2018 0,00808784983790593
