145
1997 -0,00989430314425011
1998 0,000125407551328255
1999 -0,0687997914025585
2000 0,0104474644549875
2001 0,0531726474629909
2002 -0,00898992210323608
2003 0,0378786395357487
2004 0,0329415778828837
2005 0,0198092717595211
2006 -0,00125536385921435
2007 -0,00653430827358585
2008 -0,0330879825516188
2009 0,0953231001587606
2010 0,0144849968133568
2011 -0,00437365297757021
2012 0,00581636547047081
2013 0,0216718246931203
2014 -0,0274287154176171
2015 0,0232033036532859
2016 0,0437147867558825
2017 0,00394277727351266
2018 0,00810622480979989
