230
1997 0,0037116816382752
1998 0,00345466685192477
1999 0,0334217973580679
2000 0,00388141407100591
2001 -0,00159273053886063
2002 -0,0169551597865518
2003 0,00943349425518828
2004 0,018177759314618
2005 0,042545790329389
2006 -0,00702027014013137
2007 -0,00723481218984943
2008 -0,0521668867611002
2009 -0,00121779764969381
2010 0,022850857617867
2011 0,00224910519576729
2012 0,000739269123541261
2013 0,0165497122638904
2014 -0,0059962507147768
2015 -0,0130664795607299
2016 0,0155247082240404
2017 -0,00633858595446277
2018 -0,0217545338428723
