180
1997 -0,00328393916465534
1998 -0,0158357068677486
1999 -0,0175825957813929
2000 -0,00479594852899878
2001 -0,00823606883055699
2002 -0,00433071716301654
2003 -0,00488988836459591
2004 0,022712509060408
2005 -0,0651911660079274
2006 -0,00272012198376808
2007 0,00837485248492405
2008 0,00989479952845249
2009 -0,0121742560456543
2010 -0,00256069273242784
2011 -3,01529071761947e-05
2012 0,0112485552511367
2013 -0,0159013390060753
2014 -0,0126041119870532
2015 0,00451582098789507
2016 0,00629197548711415
2017 0,0253844454493782
2018 0,00678782541783862
