131
1997 -0,0637444366305827
1998 -0,175099724087934
1999 -0,0538416777745505
2000 -0,0744161978605101
2001 0,0608433007519058
2002 -0,00282695319343289
2003 -0,0297895216883992
2004 0,010667190817613
2005 -0,0191973345459288
2006 -0,0593335992557927
2007 -0,0501994542274995
2008 0,0215176208854217
2009 -0,0646400434504358
2010 0,000270303428243288
2011 0,0529011136210532
2012 -0,0175443995656138
2013 -0,0344785187989288
2014 0,0404889366849344
2015 -0,0332583784804117
2016 -0,0166054084302755
2017 -0,00516290332628028
2018 -0,107119970731435
