144
1997 -0,130110183119574
1998 -0,00280816689647707
1999 0,0461748201674648
2000 -0,067486309754578
2001 -0,0059379005084228
2002 -0,0533780762592997
2003 0,0873787799029541
2004 -0,0984776616773405
2005 -0,0768778050492399
2006 -0,00929358805817811
2007 0,0258075015149459
2008 -0,08684282704268
2009 -0,0012127798106432
2010 0,0851582845660871
2011 -0,0401108737632688
2012 0,0168219445425312
2013 0,0178785041675859
2014 0,0152164682448496
2015 0,0468709678521867
2016 -0,0277394756310971
2017 -0,0400088462681428
2018 4,45221078540087e-05
