249
1997 0,00857938188610821
1998 0,00555143372007945
1999 0,00275488002875749
2000 0,0366197924935205
2001 -0,0121053324111277
2002 -0,0160386924748835
2003 -0,0016844885674051
2004 -0,0141467776430493
2005 -0,0109006758148184
2006 -0,000386007318098666
2007 0,0137102262486306
2008 -0,0136135316429806
2009 0,0331296096987041
2010 -0,00376820345041089
2011 0,00170956703165441
2012 -0,00205945680009838
2013 -0,0102951953185017
2014 0,00963824028503977
2015 -2,34144586556059e-05
2016 0,0274835634471809
2017 -0,0241710397181032
2018 0,00915525453388315
