307
1997 -0,0652973853011064
1998 -0,0180859837430755
1999 0,0383223018305165
2000 -0,0711920310396409
2001 0,0165760973283615
2002 -0,0171766621045438
2003 -0,0118068892555782
2004 -0,031092816013844
2005 0,0233779335317694
2006 0,0106203683098738
2007 0,0643214229414319
2008 0,0577909800423834
2009 -0,0155356361075218
2010 -0,117109867354011
2011 0,232660552962145
2012 -0,156671784967213
2013 -0,00490252636758032
2014 0,218407313039233
2015 -0,130144914496096
2016 0,0639424657456643
2017 -0,10209223536146
2018 0,0105605324943072
