Treated,Synthetic,Sample Mean
k98,8.345,8.338,8.209
k_p98,-4.576,-4.587,-4.708
GVA_Agr,0.158,0.123,0.124
GVA_Ind,0.236,0.285,0.268
GVA_Trade,0.204,0.206,0.22
GVA_Constr,0.083,0.073,0.068
GVA_FBS,0.149,0.144,0.154
h98_Trade,1.598,1.387,1.041
dwellings2000,11.571,11.767,11.828
urban,0.546,0.508,0.43
modern,0.093,0.09,0.088
av_age_ln,3.744,3.736,3.567
special.lnGDPpc_change.1998,-0.026,-0.002,0.022
special.lnGDPpc_change.2003,0.031,0.036,0.058
special.lnGDPpc_change.2006,0.013,0.033,0.065
