262
1997 0,013375009397295
1998 -0,00308994590843889
1999 0,0199848357899668
2000 -0,0155288901117219
2001 -0,0199956768149377
2002 -0,0467106724856396
2003 0,000938800735228174
2004 0,00194495706536752
2005 0,00100967844230886
2006 0,0133576017960745
2007 0,00117915700867562
2008 -0,0128569805605711
2009 0,00815708722895578
2010 -0,00499035734212013
2011 0,0103614726708166
2012 -0,00291057933850607
2013 0,0083293664961488
2014 0,00759111591121406
2015 -0,0299452502450449
2016 -0,0146125505446726
2017 0,0130364739186068
2018 -0,00433915813357261
