272
1997 0,00748918382692112
1998 0,018304772057435
1999 0,0268745390762821
2000 -0,016516666312546
2001 0,0114637793208112
2002 0,0106979967766475
2003 -0,00158908630903407
2004 -0,0248708853112166
2005 -0,00672954918134794
2006 -0,00799552504383512
2007 -0,0135746901349397
2008 0,00749487585882168
2009 0,039514739021798
2010 0,0114648049094425
2011 -0,00364947778722431
2012 0,00516852371829726
2013 -0,0190363483839733
2014 0,00127406319475624
2015 0,00850191203380359
2016 -0,0237393145606145
2017 -0,00994886796778831
2018 -0,0122716925169426
