265
1997 0,00410943016877194
1998 0,000690642276647006
1999 -0,00658684916907461
2000 -0,0108929769070283
2001 -0,0119509091940231
2002 0,0257683224825819
2003 0,0171071725334288
2004 -0,0129370073486833
2005 -0,0300200589887619
2006 0,00954161263040848
2007 -0,0166687901977508
2008 -0,0185514806926035
2009 0,00412231795967533
2010 0,00662104409410454
2011 -0,00658490169233871
2012 -0,00561749311505965
2013 0,0402074510078838
2014 0,00420861513823237
2015 -0,000285542158036667
2016 0,0139547878882552
2017 -0,0263980797368014
2018 0,0378991362598812
