304
1997 0,0220309364443753
1998 -0,000953339147290441
1999 0,00218258931725195
2000 0,00213864073833926
2001 -0,0177138356045908
2002 0,0496024747377584
2003 0,0250658461718268
2004 -0,0236734420606385
2005 -0,00934636037137188
2006 0,00718617972101035
2007 0,0843175501206477
2008 -0,0481979978846881
2009 0,000410077481047183
2010 0,130199775684818
2011 -0,0333026574179588
2012 -0,0325087094176762
2013 -0,0982249847794992
2014 0,0184346761644316
2015 0,0437163856353391
2016 -0,0117770190124933
2017 -0,0120881796393647
2018 -0,0429935527395028
