Treated,Synthetic,Sample Mean
k98,8.748,8.71,8.207
k_p98,-4.644,-4.614,-4.707
GVA_Agr,0.041,0.043,0.124
GVA_Ind,0.316,0.334,0.267
GVA_Trade,0.245,0.245,0.22
GVA_Constr,0.095,0.093,0.067
GVA_FBS,0.135,0.136,0.154
h98_Trade,1.475,1.453,1.042
dwellings2000,12.094,12.119,11.825
urban,0.52,0.59,0.43
modern,0.053,0.055,0.088
av_age_ln,3.746,3.662,3.567
special.lnGDPpc_change.1998,0.04,0.041,0.022
special.lnGDPpc_change.2003,0.026,0.029,0.058
special.lnGDPpc_change.2006,0.036,0.035,0.064
