282
1997 -0,0600908447128042
1998 1,14929063858189e-05
1999 -0,0101897873018923
2000 -0,004358138804356
2001 0,103659294654309
2002 0,0212353615921082
2003 8,99016466066049e-06
2004 0,010114523851787
2005 0,0280783900801261
2006 -5,58372697010145e-05
2007 0,0447445435580319
2008 -0,0085860304454829
2009 -0,00318188331267392
2010 -0,0335535796846096
2011 -0,0456312507179846
2012 0,0600791630903992
2013 -0,00773195484964195
2014 0,00540785755621719
2015 0,037615400916881
2016 0,0109127251341111
2017 0,0671087416450276
2018 -0,0209579526474412
