129
1997 -0,0103258986300697
1998 0,0275635378849352
1999 0,0237022712581713
2000 -0,0218433015348469
2001 -0,015499866458809
2002 -0,00888222820434232
2003 -0,000124187089681045
2004 -0,00267215994230317
2005 0,0070526431652907
2006 -0,0104479631306973
2007 0,00828530531465289
2008 0,0364424406650316
2009 -0,0280812721832637
2010 -0,0871049615485092
2011 0,0685803354199379
2012 0,00575594412129716
2013 0,0280078924677745
2014 0,042588384561216
2015 -0,0334527290911821
2016 -0,0127835057695631
2017 -0,0401467052359855
2018 -0,0195510124928354
