170
1997 0,0302182883729497
1998 0,009829059354457
1999 -0,00788280465081332
2000 0,00638126895585461
2001 -0,0113724920829548
2002 -0,0329047976825654
2003 0,00375279032964453
2004 0,0522894321818984
2005 0,00114968514784621
2006 0,0331108678204777
2007 0,0339787915949704
2008 -0,0285034718305086
2009 0,0113552800728595
2010 -0,0299522993767112
2011 -0,0235060494364638
2012 -0,00812808496343015
2013 0,014105312953437
2014 0,00571604937071942
2015 0,000359537729243499
2016 -0,00933726238685631
2017 0,00510385648668316
2018 0,00355862518760553
