244
1997 0,0175025232301851
1998 -0,000837957979506899
1999 -0,00776360708934527
2000 0,00912854770006395
2001 -0,0329488208813161
2002 -0,0010505159324763
2003 0,0164109678731938
2004 -0,00517567136997679
2005 0,00224592580027932
2006 -0,0118103655587655
2007 -0,0138810084800788
2008 -0,0114501780635024
2009 0,0238708831369241
2010 -0,000898212340078581
2011 0,0164105403080565
2012 -0,00011581694187346
2013 0,0322972573594244
2014 -0,00854314405305676
2015 -0,0126091467923992
2016 -0,00213462009625744
2017 -0,0227636358636925
2018 -0,00979963103273417
