Treated,Synthetic,Sample Mean
k98,8.116,8.015,8.21
k_p98,-4.309,-4.798,-4.709
GVA_Agr,0.135,0.16,0.124
GVA_Ind,0.37,0.247,0.267
GVA_Trade,0.145,0.221,0.22
GVA_Constr,0.07,0.056,0.068
GVA_FBS,0.083,0.121,0.154
h98_Trade,1.333,1.23,1.043
dwellings2000,11.445,11.797,11.829
urban,0.23,0.341,0.432
modern,0.049,0.06,0.088
av_age_ln,3.716,3.704,3.567
special.lnGDPpc_change.1998,0.059,0.045,0.022
special.lnGDPpc_change.2003,-0.056,0.017,0.058
special.lnGDPpc_change.2006,0.017,0.037,0.064
