201
1997 0,0180738002874799
1998 9,25357719187524e-05
1999 0,00125237546703792
2000 -0,0089636139392007
2001 0,00731892093697781
2002 -0,0153584116222971
2003 -0,0141453693895028
2004 -0,0262237977266537
2005 0,00330212475546898
2006 -0,00521278026488017
2007 -0,0069262784936417
2008 -0,0195081901744975
2009 0,00403189887382604
2010 0,0197535318439071
2011 0,00450195740572425
2012 -0,00363102039703102
2013 0,012471021384976
2014 0,015468801772407
2015 -0,0108182953009935
2016 0,0250806819400383
2017 -0,0328416600384718
2018 0,00627972754510955
