Treated,Synthetic,Sample Mean
k98,7.51,7.686,8.213
k_p98,-4.424,-4.534,-4.708
GVA_Agr,0.079,0.104,0.124
GVA_Ind,0.2,0.205,0.268
GVA_Trade,0.188,0.203,0.22
GVA_Constr,0.144,0.089,0.067
GVA_FBS,0.194,0.205,0.154
h98_Trade,1.975,1.869,1.039
dwellings2000,10.994,11.105,11.831
urban,0.27,0.264,0.432
modern,0.098,0.1,0.088
av_age_ln,3.534,3.525,3.568
special.lnGDPpc_change.1998,0.062,0.03,0.022
special.lnGDPpc_change.2003,-0.023,0.041,0.058
special.lnGDPpc_change.2006,0.088,0.064,0.064
