234
1997 0,0134035850174839
1998 0,00268135181881563
1999 3,56193520190118e-06
2000 0,00708831532870095
2001 0,0117081029560608
2002 -0,0181885779255441
2003 0,0220257903507377
2004 -0,00541180284579562
2005 -0,0183566643433176
2006 0,01244288205168
2007 0,0127403692059884
2008 -0,0211711792228317
2009 0,0161444692256724
2010 -0,0264858073348106
2011 0,0109670180791225
2012 -0,0259916946918865
2013 -0,00298422755951661
2014 0,00547333758604192
2015 0,0261616169337414
2016 0,00124258899502293
2017 -0,0161898245003414
2018 -0,00275408661101107
