240
1997 0,00862290893837293
1998 0,000263308114349266
1999 0,00427911954145563
2000 0,0090265109787317
2001 -0,00470948476316765
2002 -0,00754636667288881
2003 0,000597351470881524
2004 -0,00640744046399658
2005 -0,0176345416950273
2006 -0,000257150928597925
2007 -0,0212250427510149
2008 -0,00294925451925497
2009 0,0296679387654359
2010 0,00779796930106194
2011 -0,00607981137554898
2012 -0,0368726930298485
2013 0,00695240506787834
2014 0,00103407316381206
2015 -0,0268709874203053
2016 0,00785694231830563
2017 -0,0122340828014312
2018 -0,0236573516931886
