155
1997 -0,0229783520924512
1998 -0,00414344085557786
1999 -0,029766354111807
2000 -0,00476289335112574
2001 0,0053765727920844
2002 -0,0234065963439025
2003 0,0273418461150827
2004 -0,00818961422185208
2005 0,00116837858583776
2006 -0,00149160400703776
2007 -0,0425162594344062
2008 -0,010121579850844
2009 0,0131569746557182
2010 -0,0293399427891148
2011 -0,0162162006369308
2012 -0,0112898469322876
2013 -0,00745154573802796
2014 -0,0053838331664538
2015 0,042784100840244
2016 -0,0533848694092153
2017 -0,0235850482800754
2018 -0,00861376239367693
