Treated,Synthetic,Sample Mean
k98,8.579,8.544,8.208
k_p98,-4.623,-4.55,-4.707
GVA_Agr,0.196,0.143,0.124
GVA_Ind,0.244,0.287,0.268
GVA_Trade,0.23,0.179,0.22
GVA_Constr,0.043,0.062,0.068
GVA_FBS,0.093,0.121,0.154
h98_Trade,1.437,1.354,1.042
dwellings2000,12.31,12.114,11.824
urban,0.214,0.278,0.432
modern,0.066,0.066,0.088
av_age_ln,3.654,3.598,3.567
special.lnGDPpc_change.1998,0.015,0.018,0.022
special.lnGDPpc_change.2003,0.026,0.033,0.058
special.lnGDPpc_change.2006,0.027,0.032,0.064
