135
1997 -0,0132868929556602
1998 0,00554742820609605
1999 0,0222738404902106
2000 -0,0218161903350727
2001 -0,00697825968214544
2002 -0,000439223702679542
2003 -0,0404656178914268
2004 -0,013080456393213
2005 0,0319287737873209
2006 0,00653146824836943
2007 0,00523305420509285
2008 -0,0290290578098763
2009 -0,028500621918654
2010 0,00445416724212856
2011 0,0492201036986969
2012 -0,0039877959945932
2013 0,0493813005048091
2014 -0,0618192065790943
2015 0,0111427067382276
2016 0,0893404541058137
2017 -0,0574184596758224
2018 0,00717416145923225
