Treated,Synthetic,Sample Mean
k98,9.12,8.975,8.205
k_p98,-4.244,-4.212,-4.709
GVA_Agr,0.002,0.015,0.125
GVA_Ind,0.185,0.208,0.268
GVA_Trade,0.271,0.288,0.22
GVA_Constr,0.15,0.139,0.067
GVA_FBS,0.207,0.184,0.153
h98_Trade,1.489,1.468,1.042
dwellings2000,12.277,12.128,11.825
urban,0.885,0.777,0.429
modern,0.12,0.108,0.088
av_age_ln,3.724,3.587,3.567
special.lnGDPpc_change.1998,0.028,0.032,0.022
special.lnGDPpc_change.2003,0.011,0.029,0.058
special.lnGDPpc_change.2006,0.095,0.092,0.064
