310
1997 0,0299021640398227
1998 -0,0621748308377414
1999 0,0948796800250793
2000 0,211999469659306
2001 0,0469373374785846
2002 0,0162831186740436
2003 0,0323314213372632
2004 0,0683732107918708
2005 0,120587564027782
2006 0,0361893208571848
2007 -0,136320276832665
2008 0,068124992991012
2009 -0,0281471596080373
2010 -0,131764598605093
2011 -0,000292993779565466
2012 -0,0621306682631038
2013 -0,125330520687319
2014 -0,0524590198509985
2015 -0,0139153989764548
2016 -0,0195046011904565
2017 -0,00543486314936824
2018 -0,0193571289866796
