Treated,Synthetic,Sample Mean
k98,6.228,6.47,8.219
k_p98,-5.726,-5.67,-4.702
GVA_Agr,0.136,0.236,0.124
GVA_Ind,0.293,0.176,0.267
GVA_Trade,0.148,0.145,0.22
GVA_Constr,0.045,0.046,0.068
GVA_FBS,0.204,0.189,0.153
h98_Trade,-0.28,-0.208,1.051
dwellings2000,11.247,11.288,11.83
urban,0.441,0.331,0.431
modern,0.05,0.046,0.088
av_age_ln,3.643,3.613,3.568
special.lnGDPpc_change.1998,0.241,0.223,0.021
special.lnGDPpc_change.2003,-0.02,-0.014,0.058
special.lnGDPpc_change.2006,0.016,0.014,0.064
