Treated,Synthetic,Sample Mean
k98,8.62,8.64,8.207
k_p98,-4.819,-4.831,-4.706
GVA_Agr,0.177,0.117,0.124
GVA_Ind,0.432,0.375,0.267
GVA_Trade,0.152,0.213,0.22
GVA_Constr,0.051,0.066,0.068
GVA_FBS,0.097,0.125,0.154
h98_Trade,0.227,0.318,1.048
dwellings2000,12.396,12.362,11.824
urban,0.383,0.348,0.431
modern,0.086,0.079,0.088
av_age_ln,3.451,3.541,3.568
special.lnGDPpc_change.1998,-0.089,-0.111,0.023
special.lnGDPpc_change.2003,0.085,0.083,0.057
special.lnGDPpc_change.2006,0.134,0.133,0.064
